248	6
2013.416667	18.2	451.6419	8.0	24.96945	121.5449	31.
2013.083333	42.7	443.802	6.0	24.97927	121.53874	35.
2012.75	0.0	338.9679	9.0	24.96853	121.54413	50.
2012.666667	12.9	492.2313	5.0	24.96515	121.53737	42.
2013.166667	13.2	750.0704	2.0	24.97371	121.54951	37.
2013.083333	16.2	289.3248	5.0	24.98203	121.54348	55.
2013.166667	11.6	201.8939	8.0	24.98489	121.54121	55.
2013.5	16.5	2288.011	3.0	24.95885	121.51359	23.
2013.5	4.0	2147.376	3.0	24.96299	121.51284	33.
2013.333333	3.9	49.66105	8.0	24.95836	121.53756	56.
2012.916667	2.1	451.2438	5.0	24.97563	121.54694	45.
2012.916667	5.9	90.45606	9.0	24.97433	121.5431	56.
2012.666667	12.6	383.2805	7.0	24.96735	121.54464	42.
2012.75	0.0	185.4296	0.0	24.9711	121.5317	52.
2013.25	37.8	590.9292	1.0	24.97153	121.53559	39.
2013.25	22.2	379.5575	10.0	24.98343	121.53762	44.
2012.75	11.5	1360.139	1.0	24.95204	121.54842	26.
2013.083333	2.5	156.2442	4.0	24.96696	121.53992	36.
2013.5	4.9	387.7721	9.0	24.98118	121.53788	44.
2013.083333	12.8	732.8528	0.0	24.97668	121.52518	40.
2013.25	21.7	1157.988	0.0	24.96165	121.55011	23.
2012.666667	12.4	1712.632	2.0	24.96412	121.5167	31.
2013.333333	9.0	1402.016	0.0	24.98569	121.5276	38.
2013.166667	21.3	537.7971	4.0	24.97425	121.53814	42.
2012.916667	9.9	279.1726	7.0	24.97528	121.54541	57.
2013.416667	2.6	1554.25	3.0	24.97026	121.51642	31.
2013.5	19.2	557.478	4.0	24.97419	121.53797	47.
2012.666667	15.6	289.3248	5.0	24.98203	121.54348	46.
2013.416667	16.9	368.1363	8.0	24.9675	121.54451	42.
2012.75	29.6	769.4034	7.0	24.98281	121.53408	25.
2013.083333	12.8	1449.722	3.0	24.97289	121.51728	21.
2013.083333	10.1	279.1726	7.0	24.97528	121.54541	47.
2013.416667	0.0	185.4296	0.0	24.9711	121.5317	45.
2013.583333	33.3	196.6172	7.0	24.97701	121.54224	39.
2013.083333	17.2	189.5181	8.0	24.97707	121.54308	47.
2013.083333	28.4	617.4424	3.0	24.97746	121.53299	34.
2012.916667	17.2	2175.877	3.0	24.96303	121.51254	27.
2013.416667	21.2	2185.128	3.0	24.96322	121.51237	27.
2013.333333	12.0	1360.139	1.0	24.95204	121.54842	28.
2013.0	13.6	4197.349	0.0	24.93885	121.50383	13.
2013.083333	34.0	157.6052	7.0	24.96628	121.54196	39.
2012.666667	20.4	2469.645	4.0	24.96108	121.51046	23.
2012.666667	37.1	918.6357	1.0	24.97198	121.55063	31.
2013.333333	34.5	324.9419	6.0	24.97814	121.5417	46.
2013.416667	16.4	389.8219	6.0	24.96412	121.54273	40.
2013.083333	38.6	804.6897	4.0	24.97838	121.53477	62.
2013.333333	16.7	4082.015	0.0	24.94155	121.50381	16.
2013.333333	1.7	329.9747	5.0	24.98254	121.54395	50.
2012.916667	34.8	190.0392	8.0	24.97707	121.54312	44.
2013.5	5.2	390.5684	5.0	24.97937	121.54245	52.
2013.416667	7.5	639.6198	5.0	24.97258	121.54814	40.
2012.666667	26.9	4449.27	0.0	24.94898	121.49621	15.
2013.333333	14.1	289.3248	5.0	24.98203	121.54348	53.
2013.166667	3.6	373.8389	10.0	24.98322	121.53765	61.
2012.916667	8.0	104.8101	5.0	24.96674	121.54067	51.
2013.083333	8.1	104.8101	5.0	24.96674	121.54067	51.
2013.333333	5.1	1559.827	3.0	24.97213	121.51627	28.
2013.416667	0.0	338.9679	9.0	24.96853	121.54413	44.
2013.5	34.6	3085.17	0.0	24.998	121.5155	41.
2012.666667	1.1	329.9747	5.0	24.98254	121.54395	51.
2013.5	16.8	4066.587	0.0	24.94297	121.50342	18.
2013.583333	35.9	640.7391	3.0	24.97563	121.53715	61.
2013.583333	18.1	1783.18	3.0	24.96731	121.51486	20.
2013.333333	4.7	387.7721	9.0	24.98118	121.53788	44.
2013.0	30.9	6396.283	1.0	24.94375	121.47883	12.
2013.166667	16.2	289.3248	5.0	24.98203	121.54348	46.
2012.75	15.9	289.3248	5.0	24.98203	121.54348	42.
2013.166667	20.9	2185.128	3.0	24.96322	121.51237	25.
2013.083333	4.8	1559.827	3.0	24.97213	121.51627	21.
2013.416667	40.1	123.7429	8.0	24.97635	121.54329	44.
2013.25	2.3	184.3302	6.0	24.96581	121.54086	45.
2013.416667	21.7	463.9623	9.0	24.9703	121.54458	42.
2012.916667	3.5	56.47425	7.0	24.95744	121.53711	53.
2013.166667	27.5	394.0173	7.0	24.97305	121.53994	41.
2013.333333	6.3	90.45606	9.0	24.97433	121.5431	58.
2012.75	12.5	1144.436	4.0	24.99176	121.53456	34.
2013.416667	28.2	330.0854	8.0	24.97408	121.54011	43.
2013.333333	7.1	379.5575	10.0	24.98343	121.53762	49.
2012.666667	29.4	4510.359	1.0	24.94925	121.49542	13.
2013.333333	24.0	4527.687	0.0	24.94741	121.49628	14.
2012.833333	0.0	185.4296	0.0	24.9711	121.5317	55.
2013.5	32.6	4136.271	1.0	24.95544	121.4963	24.
2012.75	16.0	4066.587	0.0	24.94297	121.50342	11.
2012.833333	15.9	1497.713	3.0	24.97003	121.51696	23.
2012.75	17.7	350.8515	1.0	24.97544	121.53119	37.
2013.5	16.4	3780.59	0.0	24.93293	121.51203	45.
2013.416667	11.9	3171.329	0.0	25.00115	121.51776	46.
2013.25	16.5	323.655	6.0	24.97841	121.54281	49.
2013.5	6.5	90.45606	9.0	24.97433	121.5431	63.
2013.583333	35.7	579.2083	2.0	24.9824	121.54619	50.
2013.416667	10.5	279.1726	7.0	24.97528	121.54541	51.
2013.0	11.6	390.5684	5.0	24.97937	121.54245	39.
2012.75	14.1	2615.465	0.0	24.95495	121.56174	21.
2013.25	6.5	376.1709	6.0	24.95418	121.53713	40.
2012.916667	40.9	167.5989	5.0	24.9663	121.54026	41.
2013.5	17.5	964.7496	4.0	24.98872	121.53411	38.
2013.083333	41.4	281.205	8.0	24.97345	121.54093	63.
